BNF_CODE,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_DESCRIPTION,BNF_CHAPTER_PLUS_CODE
091101000BBTRA0,Other amino acidandnutritional agent preparations,Valine50 oral powder 4g sachets,09: Nutrition and Blood
1307000M0AABABA,Salicylic acid,Salicylic acid 26% solution,13: Skin
1311020L0BFAAAL,Chlorhexidine gluconate,HiBi Liquid Hand Rub+ 0.5% solution,13: Skin
20050200166,Tracheostomy & Laryngectomy Appliances,Provox Tracheofix laryngectomy protector 55mm x 60mm (2 strip) beige,20: Dressings
20050600117,Tracheostomy & Laryngectomy Appliances,Provox Life Energy HME filter cassette,20: Dressings
21020001578,Catheters,SpeediCath Flex Set catheter male 10Ch-16Ch,21: Appliances
21270000111,Lymphoedema Garments,Jobst Elvarex custom fit class 4 super (60-90mmHg) thigh length,21: Appliances
21270000121,Lymphoedema Garments,Jobst Elvarex silicone band for lymphoedema garment lower extremities,21: Appliances
21270000124,Lymphoedema Garments,Jobst Elvarex non-standard colour for lymphoedema garment lower extremities,21: Appliances
21270000483,Lymphoedema Garments,Jobst Elvarex Slipform for lymphoedema garment,21: Appliances
21320000114,Inhalation Solutions,PulmoClear 0.9% inhalation solution 2.5ml vials,21: Appliances
23355603853,Colostomy Bags,Welland Aura colostomy bag midi 13-60/80mm clear,23: Stoma Appliances
23601006325,Ileostomy Bags,"SenSura ileostomy bag with dual filter, Hide-Away outlet and split cover, midi",23: Stoma Appliances
0205052R0AAACAC,Telmisartan with diuretic,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets,02: Cardiovascular System
0304010W0BBAJAP,Promethazine hydrochloride,Phenergan 5mg/5ml elixir,03: Respiratory System
0307000C0BNAAAR,Acetylcysteine,NACSYS 600mg effervescent tablets,03: Respiratory System
0402010K0AAAMAM,Levomepromazine maleate,Levomepromazine 6mg tablets,04: Central Nervous System
0406000S0AAAGAG,Ondansetron hydrochloride,Ondansetron 4mg/5ml oral solution sugar free,04: Central Nervous System
0410030E0AAAIAI,Naltrexone hydrochloride,Naltrexone 3mg capsules,04: Central Nervous System
1104010W0BBAAAA,Loteprednol etabonate,Lotemax 0.5% eye drops,11: Eye
1307000M0AABYBY,Salicylic acid,Salicylic acid 16.7% / Lactic acid 15% paint,13: Skin
20030200225,Wound Management & Other Dressings,CovaWound Alginate dressing 5cm x 5cm,20: Dressings
21011300200,Other Appliances,Gloves disposable 100 gauge polythene,21: Appliances
21220000260,Emollients,MyriBase gel,21: Appliances
0205052N0BBACAD,Losartan potassium,Cozaar 100mg tablets,02: Cardiovascular System
0302000W0BBAAAA,Mometasone/glycopyrronium/indacaterol,Enerzair Breezhaler 114microg / 46microg / 136microg/dose,03: Respiratory System
0402010ABBBAHAV,Quetiapine,Seroquel XL 50mg tablets,04: Central Nervous System
0402010ABBBAKAY,Quetiapine,Seroquel XL 400mg tablets,04: Central Nervous System
0407020AGBBAFAF,Tapentadol hydrochloride,Palexia SR 200mg tablets,04: Central Nervous System
0408010W0BIABBQ,Sodium valproate,Episenta 150mg modified-release capsules,04: Central Nervous System
0409010W0BEAEAJ,Pramipexole,Pipexus 1.57mg modified-release tablets,04: Central Nervous System
0601011A0AAACAC,Insulin aspart,Insulin aspart 100units/ml inj 3ml pf dispos dev,06: Endocrine System
0601021P0AAABAB,Glipizide,Glipizide 5mg tablets,06: Endocrine System
0601023AQBBADAD,Dulaglutide,Trulicity 4.5mg/0.5ml solution for injection pre-filled pens,06: Endocrine System
0601040H0AAAEAE,Glucagon,Glucagon 1mg inj vials,06: Endocrine System
0605010S0AAAFAF,Somatropin,Somatropin (rbe) 5.3mg inj cartridges,06: Endocrine System
0703010P0BIAAAA,Phased formulations of ethinylestradiol,TriRegol tablets,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
090402000BBFHA0,Enteral nutrition,Elemental 028 Extra powder (3 flavours),09: Nutrition and Blood
090402000BBPLA0,Enteral nutrition,Peptamen Junior powder,09: Nutrition and Blood
0906040G0AADXDX,Colecalciferol,"Colecalciferol 2,500unit capsules",09: Nutrition and Blood
20031700110,Wound Management & Other Dressings,Aquacel Ag Extra dressing 5cm x 5cm square,20: Dressings
20040200442,Gauzes & Gauze Tissue,Actilite gauze dressing 5cm x 5cm,20: Dressings
21020000782,Catheters,Biocath Comprehensive Care Foley Tray catheter male large 12Ch-16Ch,21: Appliances
21200000048,Venous Ulcer Compression System,Activa Leg Ulcer Hosiery Kit (10mmHg) open toe compression liner pack extra large,21: Appliances
22301003066,Incontinence Sheaths,Conveen Optima latex free self-sealing Urisheath shorter length 35mm,22: Incontinence Appliances
22505055003,Leg Bags,Careline sterile leg bag with T tap long tube 500ml,22: Incontinence Appliances
22602086003,Night Drainage Bags,GB3S drainable night drainage bag,22: Incontinence Appliances
23800708003,Skin Fillers And Protectives,Dansac non-sting skin protector wipes,23: Stoma Appliances
23801008004,Skin Fillers And Protectives,Brava Coloplast strip paste,23: Stoma Appliances
23850108511,Skin Protectors,Adapt oval convex barrier ring 30mm x 48mm,23: Stoma Appliances
23851008516,Skin Protectors,Brava protective seal 18-48mm 2.5mm,23: Stoma Appliances
23941009922,Two Piece Ostomy Systems,Assura Soft Seal Extra two piece ostomy system convex baseplate 50mm flange 15-33mm,23: Stoma Appliances
23944809842,Two Piece Ostomy Systems,Esteem Synergy two piece ostomy system convex durahesive skin barrier with flexible collar 33-45mm,23: Stoma Appliances
23944810017,Two Piece Ostomy Systems,"Esteem Synergy+ two piece ostomy system colostomy bag with filter, standard 61mm opaque",23: Stoma Appliances
0206010F0BCAABH,Glyceryl trinitrate,Deponit 5 transdermal patches,02: Cardiovascular System
0407020B0BIACAG,Buprenorphine,Bupeaze 70micrograms/hour transdermal patches,04: Central Nervous System
0409010N0AAACAC,Co-careldopa (Carbidopa/levodopa),Co-careldopa 25mg/250mg tablets,04: Central Nervous System
0409010Y0BBAAAA,Rasagiline mesilate,Azilect 1mg tablets,04: Central Nervous System
0501021A0AAACAC,Cefaclor,Cefaclor 250mg/5ml oral suspension,05: Infections
0501050H0AAANAN,Erythromycin ethylsuccinate,Erythromycin ethyl succinate 500mg/5ml susp sugar free,05: Infections
0501120L0AABGBG,Ciprofloxacin,Ciprofloxacin 250mg/5ml oral suspension,05: Infections
0604011G0AABNBN,Estradiol,Estradiol 100micrograms/24hours transdermal patches,06: Endocrine System
0704020P0BBABAB,Propiverine hydrochloride,Detrunorm XL 30mg capsules,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0904010H0BDANAA,Gluten free breads,Juvela gluten free fresh white rolls,09: Nutrition and Blood
0904010H0BTAAAA,Gluten free breads,Just: Gluten Free Good white bread sliced,09: Nutrition and Blood
0904010H0BTACAA,Gluten free breads,Just: Gluten Free white sandwich bread,09: Nutrition and Blood
090402000BBVUA0,Enteral nutrition,Fortini Creamy Fruit Multi Fibre (2 flavours),09: Nutrition and Blood
0906031C0AAAGAG,Ascorbic acid,Ascorbic acid 100mg tablets,09: Nutrition and Blood
0906040G0CYAADA,Colecalciferol,HealthAid Vitamin D3 200units/drop oral drops,09: Nutrition and Blood
0906040G0DFAEBI,Colecalciferol,InVita D3 400unit capsules,09: Nutrition and Blood
1106000B0BBAEAL,Acetazolamide,Diamox SR 250mg capsules,11: Eye
1306010F0BCAAAD,Clindamycin phosphate,Zindaclin 1% gel,13: Skin
1309000C0AAATAT,Coal tar,Coal tar extract 5% shampoo,13: Skin
20030900397,Wound Management & Other Dressings,Mepilex Border Comfort dressing 7.5cm x 7.5cm,20: Dressings
20050200202,Tracheostomy & Laryngectomy Appliances,Laryngofoam laryngectomy protector large,20: Dressings
21040000265,Contraceptive Devices,T-Safe 380A QL intrauterine contraceptive device,21: Appliances
21270002884,Lymphoedema Garments,duomed soft 2easy class 2 (18-24mmHg) below knee closed toe,21: Appliances
21300000919,Eye Products,Viscotears HA Plus 0.2% eye drops preservative free,21: Appliances
22302953070,Incontinence Sheaths,b.sure Quickfit latex free self-adhering sheath shorter length 35mm,22: Incontinence Appliances
22500955012,Leg Bags,Prosys sterile leg bag with lever tap 500ml short,22: Incontinence Appliances
23350703787,Colostomy Bags,NovaLife 1 convex colostomy bag midi opaque 10-46mm,23: Stoma Appliances
23350703813,Colostomy Bags,"NovaLife 1 colostomy bag with viewing option, midi opaque 10-55/70mm",23: Stoma Appliances
23450604513,Deodorants,Na'scent deodorant,23: Stoma Appliances
23601006363,Ileostomy Bags,"SenSura Mio soft convex ileostomy bag with filter, maxi 25mm",23: Stoma Appliances
23804858000,Skin Fillers And Protectives,Zerolon barrier cream,23: Stoma Appliances
23960109822,Urostomy Bags,"Moderma Flex convex urostomy bag with Flextend barrier, adhesive border & enhanced tap 15-38mm beige",23: Stoma Appliances
23961009678,Urostomy Bags,SenSura Mio urostomy bag midi grey 10-45mm,23: Stoma Appliances
23965609648,Urostomy Bags,Welland Aura urostomy bag midi 13-55mm beige,23: Stoma Appliances
0103050P0BBAFAP,Omeprazole,Losec MUPS 40mg gastro-resistant tablets,01: Gastro-Intestinal System
0208010W0AAAMAM,Tinzaparin sodium,"Tinzaparin sodium 4,500units/0.45ml inj pre-filled syringes",02: Cardiovascular System
0301020R0AAAAAA,Aclidinium bromide,Aclidinium bromide 375micrograms/dose dry powder inhaler,03: Respiratory System
0407020Q0AAAHAH,Morphine sulfate,Morphine 100mg modified-release tablets,04: Central Nervous System
0407020Q0BIAEDW,Morphine sulfate,MXL 150mg capsules,04: Central Nervous System
0409010W0BEAFAK,Pramipexole,Pipexus 2.62mg modified-release tablets,04: Central Nervous System
0409010W0BEAGAI,Pramipexole,Pipexus 3.15mg modified-release tablets,04: Central Nervous System
0605010S0BCAEBQ,Somatropin,Saizen 6mg/1.03ml solution for injection cartridges,06: Endocrine System
0803042N0BBACAC,Leuprorelin acetate,Prostap SR DCS 3.75mg inj pre-filled syringes,08: Malignant Disease and Immunosuppression
090401000BBDBAR,Other food for special diet preparations,MCT oil,09: Nutrition and Blood
090402000BBVBA0,Enteral nutrition,Nutricrem dessert vanilla,09: Nutrition and Blood
0905022S0AAACAC,Sevelamer,Sevelamer 2.4g oral powder sachets sugar free,09: Nutrition and Blood
1103010AGAAABAB,Levofloxacin,Levofloxacin 5mg/ml eye dps 0.5ml ud preservative free,11: Eye
1304000V0BQAAAD,Hydrocortisone,Mildison Lipocream 1% cream,13: Skin
1304000W0BBAGBD,Hydrocortisone butyrate,Locoid Crelo 0.1% topical emulsion,13: Skin
1306030A0BBAAAA,Brimonidine tart (Rosacea),Mirvaso 3mg/g gel,13: Skin
1310030C0BBAAAA,Aciclovir,Zovirax 5% cream,13: Skin
20030100174,Wound Management & Other Dressings,OpSite Flexigrid dressing 6cm x 7cm,20: Dressings
20031400043,Wound Management & Other Dressings,Bapscarcare gel,20: Dressings
21010900701,Other Appliances,GlucoRx CarePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge,21: Appliances
21010900855,Other Appliances,GlucoRx Safety lancets 1.8mm/26gauge,21: Appliances
21300000920,Eye Products,Aqualube 0.5% eye drops,21: Appliances
23601006380,Ileostomy Bags,"SenSura Mio deep convex ileostomy bag with filter, maxi 31-43mm",23: Stoma Appliances
23604106516,Ileostomy Bags,"Confidence BE ileostomy bag with filter and overlap, standard 13-55mm white",23: Stoma Appliances
0101010R0BHAAAA,Simeticone,WindSetlers 100mg capsules,01: Gastro-Intestinal System
0206030Y0BBABAB,Ivabradine,Procoralan 7.5mg tablets,02: Cardiovascular System
0212000AABBABAB,Rosuvastatin calcium,Crestor 20mg tablets,02: Cardiovascular System
0301020I0BBAFAF,Ipratropium bromide,Atrovent 250micrograms/1ml nebuliser liquid UDVs,03: Respiratory System
0302000C0BSABBF,Beclometasone dipropionate,Kelhale 100micrograms/dose inhaler,03: Respiratory System
0309010X0AAAQAQ,Pholcodine,Pholcodine 10mg/5ml linctus strong sugar free,03: Respiratory System
040201060AAAWAW,Olanzapine,Olanzapine 5mg orodispersible tablets,04: Central Nervous System
0402010ADAAAEAE,Aripiprazole,Aripiprazole 10mg orodispersible tablets sugar free,04: Central Nervous System
0407010H0AABSBS,Paracetamol,Paracetamol 240mg suppositories,04: Central Nervous System
0501050N0BBABAB,Erythromycin stearate,Erythrocin 500 tablets,05: Infections
0604011G0BKAABL,Estradiol,FemSeven 50 patches,06: Endocrine System
0702020F0BBAFAF,Clotrimazole,Canesten 500mg pessaries/vaginal pessaries,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0703021Q0BFAAAA,Desogestrel,Desorex 75microgram tablets,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0704010U0BBABAA,Tamsulosin hydrochloride,Flomax Relief MR 400microgram capsules,"07: Obstetrics, Gynaecology and Urinary-Tract Disorders"
0901020G0BBAACI,Folic acid,Lexpec Folic Acid 2.5mg/5ml oral solution,09: Nutrition and Blood
090900000BBKSA0,Other food preparations,Aptamil Comfort milk,09: Nutrition and Blood
1001010AJBBADAD,Etoricoxib,Arcoxia 30mg tablets,10: Musculoskeletal and Joint Diseases
1001010P0BCABAE,Naproxen,Naprosyn 500mg tablets,10: Musculoskeletal and Joint Diseases
20030600514,Wound Management & Other Dressings,Kendall AMD Antimicrobial foam dressing 8.8cm x 7.5cm rectangular (fenestrated),20: Dressings
20050200115,Tracheostomy & Laryngectomy Appliances,Sofshield laryngectomy protector beige small,20: Dressings
20050300252,Tracheostomy & Laryngectomy Appliances,Provox TrachPhone HME filter cassette,20: Dressings
20050500009,Tracheostomy & Laryngectomy Appliances,Trachi-Hold tracheostomy tube holder,20: Dressings
21010900700,Other Appliances,GlucoRx CarePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge,21: Appliances
21011300120,Other Appliances,Seal-Tight limb protector foot/ankle,21: Appliances
21011300130,Other Appliances,LimbO limb protector adult half leg normal build standard,21: Appliances
21270000671,Lymphoedema Garments,ActiLymph class 2 (23-32mmHg) below knee closed toe,21: Appliances
21290000105,Pressure Offloading Device,VACOcast diabetic orthosis medium,21: Appliances
21290000106,Pressure Offloading Device,VACOcast diabetic orthosis large,21: Appliances
21290000150,Pressure Offloading Device,VACOpedes diabetic orthosis large,21: Appliances
21300000174,Eye Products,Evolve Carmellose 0.5% eye drops preservative free,21: Appliances
21360000102,Adhesive Dressing Remover Ster Silicone,Appeel Sterile foam applicator,21: Appliances
23600106337,Ileostomy Bags,"Moderma Flex convex ileo bag + filter, CeraPlus s/barr & Lock 'n' Roll closure, maxi 15-51mm beige",23: Stoma Appliances
23605906181,Ileostomy Bags,"SenSura Mio ileostomy bag with filter, maxi XXL 10-100mm",23: Stoma Appliances
23905609000,Stoma Caps/Dressings,Welland Aura stoma cap with filter,23: Stoma Appliances
23941009917,Two Piece Ostomy Systems,Assura Seal two piece ostomy system convex baseplate 60mm flange 15-43mm,23: Stoma Appliances
23941010027,Two Piece Ostomy Systems,"SenSura Mio Flex two piece ostomy system colostomy bag with filter, midi 50mm",23: Stoma Appliances
0205052N0AAAJAJ,Losartan potassium,Losartan 50mg/5ml oral suspension,02: Cardiovascular System
0401010ADAACUCU,Melatonin,Melatonin 1mg modified-release tablets,04: Central Nervous System
0407010H0AACBCB,Paracetamol,Paracetamol 250mg suppositories,04: Central Nervous System
0604020T0AAADAD,Testosterone undecanoate,Testosterone undecanoate 1g/4ml solution for injection vials,06: Endocrine System
0605010S0BBANAX,Somatropin,Genotropin MiniQuick 800microgram inj pf dispos dev,06: Endocrine System
090402000BBVAA0,Enteral nutrition,Altraplen Protein liquid strawberry,09: Nutrition and Blood
090402000BDCXBW,Enteral nutrition,Peptamen Junior 1.5 liquid (2 flavours),09: Nutrition and Blood
1106000Z0AAAUAU,Timolol,Timolol 5mg/ml eye drops preservative free,11: Eye
1108010C0AAADAD,Acetylcysteine,Acetylcysteine 5% eye drops,11: Eye
1307000M0BKABBY,Salicylic acid,Duofilm paint,13: Skin
1404000G0AAAIAI,Hepatitis B,Hepatitis B (rDNA) 10micrograms/0.5ml vacc inj pfs,14: Immunological Products and Vaccines
20030100211,Wound Management & Other Dressings,Primapore dressing 8cm x 15cm,20: Dressings
20030400099,Wound Management & Other Dressings,DuoDERM Extra Thin dressing 5cm x 10cm rectangular,20: Dressings
21300000161,Eye Products,Lumecare Advance Carmellose 0.5% eye drops,21: Appliances
22300103028,Incontinence Sheaths,InView sheath extra 32mm,22: Incontinence Appliances
22302083001,Incontinence Sheaths,GB Libra latex free sheath standard 28mm,22: Incontinence Appliances
22602086001,Night Drainage Bags,GB4 drainable night drainage bag,22: Incontinence Appliances
23354103873,Colostomy Bags,"Confidence BE soft convex colostomy bag with filter and overlap, standard 25mm stone",23: Stoma Appliances
23601006365,Ileostomy Bags,"SenSura Mio soft convex ileostomy bag with filter, maxi 31mm",23: Stoma Appliances
23603456401,Ileostomy Bags,Pelican Platinum Contour convex high output ileostomy bag maxi 15-60mm clear,23: Stoma Appliances
23804808017,Skin Fillers And Protectives,ConvaTec Silesse Sting Free skin barrier spray,23: Stoma Appliances
23850708517,Skin Protectors,Dansac Seals 50mm,23: Stoma Appliances
010102100BBAQAF,Compound alginates and proprietary indigestion preparations,Rennie Peppermint chewable tablets,01: Gastro-Intestinal System
0106020C0BDACAE,Bisacodyl,Dulcolax Twelve Plus 10mg suppositories,01: Gastro-Intestinal System
0205051Y0AAACAC,Perindopril arginine,Perindopril arginine 10mg tablets,02: Cardiovascular System
0206010K0BBAEAH,Isosorbide mononitrate,Elantan LA25 capsules,02: Cardiovascular System
0208010D0AAAEAE,Enoxaparin,Enoxaparin sodium 100mg/1ml inj pre-filled syringes,02: Cardiovascular System
0402010D0AAAFAF,Chlorpromazine hydrochloride,Chlorpromazine 100mg/5ml oral solution,04: Central Nervous System
